dictionary,country,year,dimension,source,count
unionized,croatia,2010,participatory,bti,1
unions,croatia,2010,participatory,bti,2
legal framework,croatia,2010,liberal_institution,bti,1
campaign,croatia,2010,electoral,bti,4
pressing,croatia,2010,media,bti,1
civil society,croatia,2010,participatory,bti,5
refugees,croatia,2010,liberal_rights,bti,1
minor,croatia,2010,liberal_rights,bti,2
polarization,croatia,2010,participatory,bti,2
contest,croatia,2010,electoral,bti,1
legal certainty,albania,2006,liberal_institution,bti,3
rule of law,albania,2006,liberal_institution,bti,6
union,albania,2006,participatory,bti,1
elections,albania,2006,electoral,bti,20
judiciary,albania,2006,liberal_institution,bti,8
women,albania,2006,liberal_rights,bti,7
civil rights,albania,2006,liberal_rights,bti,4
telecommunications,albania,2006,media,bti,3
polarization,albania,2006,participatory,bti,3
pluralism,albania,2006,electoral,bti,6
election,albania,2006,electoral,bti,5
the opposition,albania,2006,electoral,bti,4
minorities,albania,2006,liberal_rights,bti,1
human rights,albania,2006,liberal_rights,bti,3
church,albania,2006,liberal_rights,bti,1
checking,albania,2006,liberal_institution,bti,1
voting,albania,2006,electoral,bti,2
freedom of expression,albania,2006,participatory,bti,2
suffrage,albania,2006,electoral,bti,1
campaign,albania,2006,electoral,bti,3
referendum,albania,2006,participatory,bti,1
electoral,albania,2006,electoral,bti,3
elected,albania,2006,electoral,bti,1
freedom of assembly,albania,2006,participatory,bti,1
media,albania,2006,media,bti,5
free expression,albania,2006,participatory,bti,1
journalists,albania,2006,media,bti,2
news,albania,2006,media,bti,1
separation of powers,albania,2006,liberal_institution,bti,2
judges,albania,2006,liberal_institution,bti,1
prosecutors,albania,2006,liberal_institution,bti,1
justice,albania,2006,liberal_institution,bti,2
held accountable,albania,2006,liberal_institution,bti,1
unions,albania,2006,participatory,bti,1
turnout,albania,2006,electoral,bti,1
legal framework,albania,2006,liberal_institution,bti,3
strike,albania,2006,participatory,bti,1
civil society,albania,2006,participatory,bti,3
ethnic,albania,2006,liberal_rights,bti,3
minority,albania,2006,liberal_rights,bti,2
votes,albania,2006,electoral,bti,1
mandates,albania,2006,electoral,bti,2
participation,albania,2006,participatory,bti,5
turnouts,albania,2006,electoral,bti,1
internet,albania,2006,media,bti,1
ngos,albania,2006,participatory,bti,5
minor,albania,2006,liberal_rights,bti,1
ngo,albania,2006,participatory,bti,1
telecommunication,albania,2006,media,bti,1
protests,albania,2012,participatory,bti,4
protesters,albania,2012,participatory,bti,6
elections,albania,2012,electoral,bti,32
election,albania,2012,electoral,bti,4
opposition parties,albania,2012,electoral,bti,3
vote,albania,2012,electoral,bti,4
prosecutor,albania,2012,liberal_institution,bti,13
rule of law,albania,2012,liberal_institution,bti,4
participation,albania,2012,participatory,bti,6
union,albania,2012,participatory,bti,25
liberalization,albania,2012,liberal_rights,bti,2
electoral,albania,2012,electoral,bti,8
political opposition,albania,2012,electoral,bti,1
checks,albania,2012,liberal_institution,bti,1
checks and balances,albania,2012,liberal_institution,bti,1
contest,albania,2012,electoral,bti,3
minorities,albania,2012,liberal_rights,bti,1
minority,albania,2012,liberal_rights,bti,3
human rights,albania,2012,liberal_rights,bti,6
church,albania,2012,liberal_rights,bti,2
islamic,albania,2012,liberal_rights,bti,2
muslim,albania,2012,liberal_rights,bti,1
legal framework,albania,2012,liberal_institution,bti,2
votes,albania,2012,electoral,bti,2
proportional system,albania,2012,electoral,bti,2
elected,albania,2012,electoral,bti,3
campaign,albania,2012,electoral,bti,2
freedom of assembly,albania,2012,participatory,bti,1
contested,albania,2012,electoral,bti,5
protest,albania,2012,participatory,bti,4
the opposition,albania,2012,electoral,bti,7
ngos,albania,2012,participatory,bti,12
ngo,albania,2012,participatory,bti,4
civil society,albania,2012,participatory,bti,17
website,albania,2012,media,bti,1
media,albania,2012,media,bti,16
freedom of expression,albania,2012,participatory,bti,1
defamation,albania,2012,media,bti,1
plurality,albania,2012,electoral,bti,2
news,albania,2012,media,bti,1
judiciary,albania,2012,liberal_institution,bti,10
voted,albania,2012,electoral,bti,1
court,albania,2012,liberal_institution,bti,17
justice,albania,2012,liberal_institution,bti,6
voting,albania,2012,electoral,bti,1
separation of powers,albania,2012,liberal_institution,bti,1
independence of the judiciary,albania,2012,liberal_institution,bti,2
courts,albania,2012,liberal_institution,bti,6
judges,albania,2012,liberal_institution,bti,2
telecommunications,albania,2012,media,bti,1
prosecutors,albania,2012,liberal_institution,bti,1
campaigns,albania,2012,electoral,bti,1
civil rights,albania,2012,liberal_rights,bti,2
ombudsman,albania,2012,liberal_rights,bti,4
roma,albania,2012,liberal_rights,bti,2
due process,albania,2012,liberal_institution,bti,1
polarization,albania,2012,participatory,bti,4
representation,albania,2012,electoral,bti,1
women,albania,2012,liberal_rights,bti,1
liberalizing,albania,2012,liberal_rights,bti,1
gender,albania,2012,liberal_rights,bti,1
ethnic,albania,2012,liberal_rights,bti,2
check,albania,2012,liberal_institution,bti,1
participate,albania,2012,participatory,bti,2
participates,albania,2012,participatory,bti,1
independent judiciary,albania,2012,liberal_institution,bti,1
turnout,moldova,2003,electoral,bti,1
elections,moldova,2003,electoral,bti,4
referendum,moldova,2003,participatory,bti,1
minorities,moldova,2003,liberal_rights,bti,2
campaign,moldova,2003,electoral,bti,1
minority,moldova,2003,liberal_rights,bti,1
church,moldova,2003,liberal_rights,bti,6
churches,moldova,2003,liberal_rights,bti,1
discriminated,moldova,2003,liberal_rights,bti,1
muslims,moldova,2003,liberal_rights,bti,1
campaigning,moldova,2003,electoral,bti,1
opposition parties,moldova,2003,electoral,bti,1
polarization,moldova,2003,participatory,bti,3
election,moldova,2003,electoral,bti,1
participating,moldova,2003,participatory,bti,1
elected,moldova,2003,electoral,bti,3
demonstrations,moldova,2003,participatory,bti,1
freedom of association,moldova,2003,participatory,bti,1
ngos,moldova,2003,participatory,bti,3
civil society,moldova,2003,participatory,bti,2
media,moldova,2003,media,bti,6
plurality,moldova,2003,electoral,bti,2
radio,moldova,2003,media,bti,1
demonstrated,moldova,2003,participatory,bti,2
press,moldova,2003,media,bti,2
censorship,moldova,2003,media,bti,1
judiciary,moldova,2003,liberal_institution,bti,8
independent judiciary,moldova,2003,liberal_institution,bti,2
justice,moldova,2003,liberal_institution,bti,2
court,moldova,2003,liberal_institution,bti,2
courts,moldova,2003,liberal_institution,bti,1
judges,moldova,2003,liberal_institution,bti,2
prosecutors,moldova,2003,liberal_institution,bti,1
civil liberties,moldova,2003,liberal_rights,bti,1
human rights,moldova,2003,liberal_rights,bti,2
pressed,moldova,2003,media,bti,1
polarized,moldova,2003,participatory,bti,1
protest,moldova,2003,participatory,bti,1
gender,moldova,2003,liberal_rights,bti,2
liberalization,moldova,2003,liberal_rights,bti,3
telecommunications,moldova,2003,media,bti,2
legal framework,moldova,2003,liberal_institution,bti,1
liberalizing,moldova,2003,liberal_rights,bti,1
liberalized,moldova,2003,liberal_rights,bti,1
women,moldova,2003,liberal_rights,bti,1
ethnic,moldova,2003,liberal_rights,bti,6
discrimination,moldova,2003,liberal_rights,bti,1
rule of law,moldova,2003,liberal_institution,bti,1
union,moldova,2003,participatory,bti,1
demonstrate,moldova,2003,participatory,bti,1
electorate,moldova,2003,electoral,bti,1
voted,moldova,2003,electoral,bti,1
electoral,moldova,2003,electoral,bti,1
referendum,belarus,2006,participatory,bti,11
election,belarus,2006,electoral,bti,12
union,belarus,2006,participatory,bti,9
liberalization,belarus,2006,liberal_rights,bti,6
ethnically,belarus,2006,liberal_rights,bti,1
media,belarus,2006,media,bti,7
electoral,belarus,2006,electoral,bti,4
campaign,belarus,2006,electoral,bti,3
the opposition,belarus,2006,electoral,bti,12
elected,belarus,2006,electoral,bti,2
elections,belarus,2006,electoral,bti,7
ethnic,belarus,2006,liberal_rights,bti,3
minorities,belarus,2006,liberal_rights,bti,1
roma,belarus,2006,liberal_rights,bti,1
arbitrary detention,belarus,2006,liberal_institution,bti,1
church,belarus,2006,liberal_rights,bti,5
vote,belarus,2006,electoral,bti,2
opposition parties,belarus,2006,electoral,bti,5
journalists,belarus,2006,media,bti,1
freedom of assembly,belarus,2006,participatory,bti,1
ngos,belarus,2006,participatory,bti,5
propaganda,belarus,2006,media,bti,1
television,belarus,2006,media,bti,2
journalist,belarus,2006,media,bti,1
newspapers,belarus,2006,media,bti,1
voted,belarus,2006,electoral,bti,2
judiciary,belarus,2006,liberal_institution,bti,1
judges,belarus,2006,liberal_institution,bti,6
court,belarus,2006,liberal_institution,bti,9
arbitrary arrest,belarus,2006,liberal_institution,bti,1
checks,belarus,2006,liberal_institution,bti,2
checks and balances,belarus,2006,liberal_institution,bti,1
human rights,belarus,2006,liberal_rights,bti,3
protest,belarus,2006,participatory,bti,1
civil rights,belarus,2006,liberal_rights,bti,1
access to information,belarus,2006,participatory,bti,1
contest,belarus,2006,electoral,bti,1
liberal,belarus,2006,liberal_rights,bti,2
women,belarus,2006,liberal_rights,bti,4
electorate,belarus,2006,electoral,bti,1
participate,belarus,2006,participatory,bti,2
minor,belarus,2006,liberal_rights,bti,1
civil society,belarus,2006,participatory,bti,2
separation of powers,belarus,2006,liberal_institution,bti,1
mandates,belarus,2006,electoral,bti,1
justices,belarus,2006,liberal_institution,bti,2
newspaper,belarus,2006,media,bti,1
radio,belarus,2006,media,bti,1
legal framework,belarus,2006,liberal_institution,bti,1
rule of law,belarus,2006,liberal_institution,bti,1
opposition party,belarus,2006,electoral,bti,1
elections,belarus,2012,electoral,bti,29
votes,belarus,2012,electoral,bti,2
protest,belarus,2012,participatory,bti,1
demonstration,belarus,2012,participatory,bti,1
journalists,belarus,2012,media,bti,7
the opposition,belarus,2012,electoral,bti,10
civil society,belarus,2012,participatory,bti,26
union,belarus,2012,participatory,bti,21
liberalization,belarus,2012,liberal_rights,bti,11
liberal,belarus,2012,liberal_rights,bti,4
campaigns,belarus,2012,electoral,bti,3
televised,belarus,2012,media,bti,1
electoral,belarus,2012,electoral,bti,3
campaign,belarus,2012,electoral,bti,5
referendum,belarus,2012,participatory,bti,2
media,belarus,2012,media,bti,11
election,belarus,2012,electoral,bti,9
discriminate,belarus,2012,liberal_rights,bti,1
minorities,belarus,2012,liberal_rights,bti,2
discrimination,belarus,2012,liberal_rights,bti,1
church,belarus,2012,liberal_rights,bti,5
judged,belarus,2012,liberal_institution,bti,1
campaigning,belarus,2012,electoral,bti,1
voting,belarus,2012,electoral,bti,1
pluralism,belarus,2012,electoral,bti,2
internet,belarus,2012,media,bti,3
freedom of assembly,belarus,2012,participatory,bti,3
ngos,belarus,2012,participatory,bti,12
freedom of association,belarus,2012,participatory,bti,1
participation,belarus,2012,participatory,bti,1
liberalizing,belarus,2012,liberal_rights,bti,2
opposition parties,belarus,2012,electoral,bti,3
ngo,belarus,2012,participatory,bti,2
freedom of expression,belarus,2012,participatory,bti,2
rule of law,belarus,2012,liberal_institution,bti,1
voted,belarus,2012,electoral,bti,1
court,belarus,2012,liberal_institution,bti,6
judges,belarus,2012,liberal_institution,bti,4
judiciary,belarus,2012,liberal_institution,bti,2
arbitrary arrest,belarus,2012,liberal_institution,bti,1
elected,belarus,2012,electoral,bti,3
propaganda,belarus,2012,media,bti,5
human rights,belarus,2012,liberal_rights,bti,6
protests,belarus,2012,participatory,bti,5
political opposition,belarus,2012,electoral,bti,3
justice,belarus,2012,liberal_institution,bti,2
polarization,belarus,2012,participatory,bti,1
vote,belarus,2012,electoral,bti,2
demonstrations,belarus,2012,participatory,bti,1
demonstrated,belarus,2012,participatory,bti,2
referendums,belarus,2012,participatory,bti,1
women,belarus,2012,liberal_rights,bti,5
minor,belarus,2012,liberal_rights,bti,2
ethnic,belarus,2012,liberal_rights,bti,3
pressed,belarus,2012,media,bti,1
access to information,belarus,2012,participatory,bti,1
press,belarus,2012,media,bti,2
demonstrates,belarus,2012,participatory,bti,1
defame,belarus,2012,media,bti,1
unions,belarus,2012,participatory,bti,1
demonstrators,belarus,2012,participatory,bti,1
opposition party,belarus,2012,electoral,bti,1
minority,belarus,2012,liberal_rights,bti,1
striking,belarus,2012,participatory,bti,1
gender,latvia,2010,liberal_rights,bti,1
union,latvia,2010,participatory,bti,24
protest,latvia,2010,participatory,bti,2
protesters,latvia,2010,participatory,bti,1
minorities,latvia,2010,liberal_rights,bti,2
elections,latvia,2010,electoral,bti,14
ethnic,latvia,2010,liberal_rights,bti,14
voted,latvia,2010,electoral,bti,1
judged,latvia,2010,liberal_institution,bti,1
protests,latvia,2010,participatory,bti,4
ethnicity,latvia,2010,liberal_rights,bti,2
vote,latvia,2010,electoral,bti,5
newspapers,latvia,2010,media,bti,1
radio,latvia,2010,media,bti,2
internet,latvia,2010,media,bti,1
television,latvia,2010,media,bti,3
voting,latvia,2010,electoral,bti,1
church,latvia,2010,liberal_rights,bti,2
election,latvia,2010,electoral,bti,7
elected,latvia,2010,electoral,bti,6
media,latvia,2010,media,bti,3
elects,latvia,2010,electoral,bti,1
check,latvia,2010,liberal_institution,bti,1
judiciary,latvia,2010,liberal_institution,bti,2
judges,latvia,2010,liberal_institution,bti,3
independence of the judiciary,latvia,2010,liberal_institution,bti,1
prosecutor,latvia,2010,liberal_institution,bti,1
ombudsman,latvia,2010,liberal_rights,bti,1
women,latvia,2010,liberal_rights,bti,3
civil rights,latvia,2010,liberal_rights,bti,1
churches,latvia,2010,liberal_rights,bti,1
unions,latvia,2010,participatory,bti,3
participation,latvia,2010,participatory,bti,1
civil society,latvia,2010,participatory,bti,11
liberalized,latvia,2010,liberal_rights,bti,1
discrimination,latvia,2010,liberal_rights,bti,1
digits,latvia,2010,media,bti,1
rule of law,latvia,2010,liberal_institution,bti,1
ngo,latvia,2010,participatory,bti,1
ngos,latvia,2010,participatory,bti,1
newspaper,latvia,2010,media,bti,2
polarization,latvia,2010,participatory,bti,1
minority,latvia,2010,liberal_rights,bti,3
participate,latvia,2010,participatory,bti,1
demonstrators,latvia,2010,participatory,bti,1
campaigns,latvia,2010,electoral,bti,2
gender,russia,2010,liberal_rights,bti,2
media,russia,2010,media,bti,13
ngos,russia,2010,participatory,bti,14
human rights,russia,2010,liberal_rights,bti,11
campaigns,russia,2010,electoral,bti,7
elections,russia,2010,electoral,bti,13
election,russia,2010,electoral,bti,10
demonstrations,russia,2010,participatory,bti,5
journalists,russia,2010,media,bti,2
discriminated,russia,2010,liberal_rights,bti,3
referendum,russia,2010,participatory,bti,2
vote,russia,2010,electoral,bti,2
rule of law,russia,2010,liberal_institution,bti,3
liberalization,russia,2010,liberal_rights,bti,2
campaign,russia,2010,electoral,bti,1
press,russia,2010,media,bti,3
liberal,russia,2010,liberal_rights,bti,4
judiciary,russia,2010,liberal_institution,bti,3
electoral,russia,2010,electoral,bti,2
church,russia,2010,liberal_rights,bti,3
islamic,russia,2010,liberal_rights,bti,1
discrimination,russia,2010,liberal_rights,bti,5
minor,russia,2010,liberal_rights,bti,1
opposition parties,russia,2010,electoral,bti,2
elected,russia,2010,electoral,bti,4
protests,russia,2010,participatory,bti,2
ombudsman,russia,2010,liberal_rights,bti,2
newspapers,russia,2010,media,bti,1
radio,russia,2010,media,bti,1
internet,russia,2010,media,bti,1
checks,russia,2010,liberal_institution,bti,1
checks and balances,russia,2010,liberal_institution,bti,1
court,russia,2010,liberal_institution,bti,2
courts,russia,2010,liberal_institution,bti,4
judges,russia,2010,liberal_institution,bti,1
civil rights,russia,2010,liberal_rights,bti,2
political opposition,russia,2010,electoral,bti,3
demonstrators,russia,2010,participatory,bti,1
check,russia,2010,liberal_institution,bti,1
civil society,russia,2010,participatory,bti,10
liberalized,russia,2010,liberal_rights,bti,2
union,russia,2010,participatory,bti,7
ethnic,russia,2010,liberal_rights,bti,3
ngo,russia,2010,participatory,bti,3
liberals,russia,2010,liberal_rights,bti,1
television,russia,2010,media,bti,1
rulebased,russia,2010,liberal_institution,bti,1
islamic,turkey,2008,liberal_rights,bti,3
elections,turkey,2008,electoral,bti,5
minority,turkey,2008,liberal_rights,bti,2
discriminated,turkey,2008,liberal_rights,bti,1
discrimination,turkey,2008,liberal_rights,bti,3
ethnic,turkey,2008,liberal_rights,bti,5
civil rights,turkey,2008,liberal_rights,bti,4
human rights,turkey,2008,liberal_rights,bti,10
judiciary,turkey,2008,liberal_institution,bti,6
digits,turkey,2008,media,bti,2
elected,turkey,2008,electoral,bti,3
censorship,turkey,2008,media,bti,1
liberal,turkey,2008,liberal_rights,bti,1
liberalized,turkey,2008,liberal_rights,bti,2
pluralism,turkey,2008,electoral,bti,2
freedom of expression,turkey,2008,participatory,bti,2
courts,turkey,2008,liberal_institution,bti,1
liberalization,turkey,2008,liberal_rights,bti,1
minorities,turkey,2008,liberal_rights,bti,8
islam,turkey,2008,liberal_rights,bti,2
legal framework,turkey,2008,liberal_institution,bti,1
freedom of association,turkey,2008,participatory,bti,1
demonstrations,turkey,2008,participatory,bti,1
freedom of assembly,turkey,2008,participatory,bti,1
press,turkey,2008,media,bti,1
media,turkey,2008,media,bti,2
journalists,turkey,2008,media,bti,1
electoral,turkey,2008,electoral,bti,1
representation,turkey,2008,electoral,bti,1
checks,turkey,2008,liberal_institution,bti,1
checks and balances,turkey,2008,liberal_institution,bti,1
judges,turkey,2008,liberal_institution,bti,2
prosecutors,turkey,2008,liberal_institution,bti,2
justice,turkey,2008,liberal_institution,bti,4
independence of the judiciary,turkey,2008,liberal_institution,bti,1
mandate,turkey,2008,electoral,bti,1
union,turkey,2008,participatory,bti,11
opposition party,turkey,2008,electoral,bti,1
election,turkey,2008,electoral,bti,2
unions,turkey,2008,participatory,bti,1
civil society,turkey,2008,participatory,bti,5
participants,turkey,2008,participatory,bti,1
participation,turkey,2008,participatory,bti,3
court,turkey,2008,liberal_institution,bti,1
antidiscrimination,turkey,2008,liberal_rights,bti,1
sexual orientation,turkey,2008,liberal_rights,bti,1
women,turkey,2008,liberal_rights,bti,2
digit,turkey,2008,media,bti,1
ethnicity,turkey,2008,liberal_rights,bti,1
ethnically,turkey,2008,liberal_rights,bti,1
polarizations,turkey,2008,participatory,bti,1
newspapers,turkey,2008,media,bti,1
demonstrated,turkey,2008,participatory,bti,1
access to information,turkey,2008,participatory,bti,1
rule of law,turkey,2008,liberal_institution,bti,1
vote,turkey,2008,electoral,bti,1
union,bulgaria,2022,participatory,bti,7
rule of law,bulgaria,2022,liberal_institution,bti,8
justice,bulgaria,2022,liberal_institution,bti,10
prosecutor,bulgaria,2022,liberal_institution,bti,19
elected,bulgaria,2022,electoral,bti,6
protesters,bulgaria,2022,participatory,bti,4
protests,bulgaria,2022,participatory,bti,14
media,bulgaria,2022,media,bti,22
press,bulgaria,2022,media,bti,2
elections,bulgaria,2022,electoral,bti,20
impartial,bulgaria,2022,liberal_institution,bti,1
judiciary,bulgaria,2022,liberal_institution,bti,7
impartial judiciary,bulgaria,2022,liberal_institution,bti,1
polarized,bulgaria,2022,participatory,bti,1
minority,bulgaria,2022,liberal_rights,bti,8
demonstrations,bulgaria,2022,participatory,bti,2
refugee,bulgaria,2022,liberal_rights,bti,1
refugees,bulgaria,2022,liberal_rights,bti,1
election,bulgaria,2022,electoral,bti,6
impartiality,bulgaria,2022,liberal_institution,bti,2
ethnicity,bulgaria,2022,liberal_rights,bti,1
minorities,bulgaria,2022,liberal_rights,bti,5
ethnic,bulgaria,2022,liberal_rights,bti,6
roma,bulgaria,2022,liberal_rights,bti,18
freedom of religion,bulgaria,2022,participatory,bti,1
discrimination,bulgaria,2022,liberal_rights,bti,6
church,bulgaria,2022,liberal_rights,bti,5
legal framework,bulgaria,2022,liberal_institution,bti,3
csos,bulgaria,2022,participatory,bti,16
pluralism,bulgaria,2022,electoral,bti,4
electoral,bulgaria,2022,electoral,bti,10
campaigns,bulgaria,2022,electoral,bti,2
voting,bulgaria,2022,electoral,bti,5
human rights,bulgaria,2022,liberal_rights,bti,11
votebuying,bulgaria,2022,electoral,bti,1
campaign,bulgaria,2022,electoral,bti,5
prosecutors,bulgaria,2022,liberal_institution,bti,4
the web,bulgaria,2022,media,bti,1
freedom of association,bulgaria,2022,participatory,bti,1
demonstration,bulgaria,2022,participatory,bti,1
courts,bulgaria,2022,liberal_institution,bti,4
liberal,bulgaria,2022,liberal_rights,bti,4
strong opposition,bulgaria,2022,electoral,bti,1
ngos,bulgaria,2022,participatory,bti,1
freedom of expression,bulgaria,2022,participatory,bti,2
censorship,bulgaria,2022,media,bti,1
journalists,bulgaria,2022,media,bti,2
disinformation,bulgaria,2022,media,bti,1
news,bulgaria,2022,media,bti,1
separation of powers,bulgaria,2022,liberal_institution,bti,1
the opposition,bulgaria,2022,electoral,bti,1
judges,bulgaria,2022,liberal_institution,bti,1
civil rights,bulgaria,2022,liberal_rights,bti,1
ombudsman,bulgaria,2022,liberal_rights,bti,2
women,bulgaria,2022,liberal_rights,bti,13
gender,bulgaria,2022,liberal_rights,bti,12
court,bulgaria,2022,liberal_institution,bti,6
lgbtiq,bulgaria,2022,liberal_rights,bti,4
sexual orientation,bulgaria,2022,liberal_rights,bti,1
civil society,bulgaria,2022,participatory,bti,9
vote,bulgaria,2022,electoral,bti,3
mandate,bulgaria,2022,electoral,bti,2
protest,bulgaria,2022,participatory,bti,3
votes,bulgaria,2022,electoral,bti,1
representation,bulgaria,2022,electoral,bti,1
participate,bulgaria,2022,participatory,bti,4
marginalized groups,bulgaria,2022,liberal_rights,bti,1
polarization,bulgaria,2022,participatory,bti,1
campaigning,bulgaria,2022,electoral,bti,1
participants,bulgaria,2022,participatory,bti,1
ngo,bulgaria,2022,participatory,bti,3
liberalized,bulgaria,2022,liberal_rights,bti,1
judged,bulgaria,2022,liberal_institution,bti,1
telecommunications,bulgaria,2022,media,bti,1
antidiscrimination,bulgaria,2022,liberal_rights,bti,1
participation,bulgaria,2022,participatory,bti,9
participates,bulgaria,2022,participatory,bti,1
online,bulgaria,2022,media,bti,1
social media,bulgaria,2022,media,bti,1
digital,bulgaria,2022,media,bti,3
access to information,bulgaria,2022,participatory,bti,1
demonstrate,bulgaria,2022,participatory,bti,1
strike,bulgaria,2022,participatory,bti,1
striking,bulgaria,2022,participatory,bti,1
digitalization,bulgaria,2022,media,bti,1
propaganda,bulgaria,2022,media,bti,1
mandates,bulgaria,2022,electoral,bti,1
equality before the law,bulgaria,2022,liberal_institution,bti,1
demonstrated,bulgaria,2022,participatory,bti,1
gender,north-macedonia,2010,liberal_rights,bti,1
elections,north-macedonia,2010,electoral,bti,16
opposition party,north-macedonia,2010,electoral,bti,3
ethnic,north-macedonia,2010,liberal_rights,bti,32
union,north-macedonia,2010,participatory,bti,12
election,north-macedonia,2010,electoral,bti,9
voting,north-macedonia,2010,electoral,bti,2
elected,north-macedonia,2010,electoral,bti,7
vote,north-macedonia,2010,electoral,bti,5
suffrage,north-macedonia,2010,electoral,bti,2
minority,north-macedonia,2010,liberal_rights,bti,5
contested,north-macedonia,2010,electoral,bti,1
liberalization,north-macedonia,2010,liberal_rights,bti,4
minorities,north-macedonia,2010,liberal_rights,bti,4
church,north-macedonia,2010,liberal_rights,bti,2
muslim,north-macedonia,2010,liberal_rights,bti,2
islamic,north-macedonia,2010,liberal_rights,bti,1
civil society,north-macedonia,2010,participatory,bti,13
court,north-macedonia,2010,liberal_institution,bti,11
churches,north-macedonia,2010,liberal_rights,bti,2
electoral,north-macedonia,2010,electoral,bti,12
elects,north-macedonia,2010,electoral,bti,1
participate,north-macedonia,2010,participatory,bti,1
campaigns,north-macedonia,2010,electoral,bti,4
campaign,north-macedonia,2010,electoral,bti,5
media,north-macedonia,2010,media,bti,7
legal framework,north-macedonia,2010,liberal_institution,bti,4
access to information,north-macedonia,2010,participatory,bti,3
television,north-macedonia,2010,media,bti,1
judiciary,north-macedonia,2010,liberal_institution,bti,9
prosecutor,north-macedonia,2010,liberal_institution,bti,3
checks,north-macedonia,2010,liberal_institution,bti,1
checks and balances,north-macedonia,2010,liberal_institution,bti,1
concentration of power,north-macedonia,2010,liberal_institution,bti,3
independence of the judiciary,north-macedonia,2010,liberal_institution,bti,1
judges,north-macedonia,2010,liberal_institution,bti,7
justice,north-macedonia,2010,liberal_institution,bti,2
courts,north-macedonia,2010,liberal_institution,bti,9
prosecutors,north-macedonia,2010,liberal_institution,bti,4
the opposition,north-macedonia,2010,electoral,bti,4
civil liberties,north-macedonia,2010,liberal_rights,bti,2
roma,north-macedonia,2010,liberal_rights,bti,4
ngos,north-macedonia,2010,participatory,bti,7
women,north-macedonia,2010,liberal_rights,bti,7
ombudsman,north-macedonia,2010,liberal_rights,bti,1
human rights,north-macedonia,2010,liberal_rights,bti,1
protest,north-macedonia,2010,participatory,bti,2
participation,north-macedonia,2010,participatory,bti,2
opposition parties,north-macedonia,2010,electoral,bti,2
legal proceedings,north-macedonia,2010,liberal_institution,bti,2
equality before the law,north-macedonia,2010,liberal_institution,bti,1
representation,north-macedonia,2010,electoral,bti,2
liberation,north-macedonia,2010,liberal_rights,bti,3
polarization,north-macedonia,2010,participatory,bti,1
unions,north-macedonia,2010,participatory,bti,3
strike,north-macedonia,2010,participatory,bti,1
participating,north-macedonia,2010,participatory,bti,1
rule of law,north-macedonia,2010,liberal_institution,bti,2
liberal,north-macedonia,2010,liberal_rights,bti,1
telecommunications,north-macedonia,2010,media,bti,1
parliamentary seats,north-macedonia,2010,electoral,bti,1
digit,north-macedonia,2010,media,bti,1
ngo,north-macedonia,2010,participatory,bti,1
protested,north-macedonia,2010,participatory,bti,1
polarized,north-macedonia,2010,participatory,bti,1
electorate,north-macedonia,2010,electoral,bti,1
demonstrated,north-macedonia,2010,participatory,bti,1
impartiality,north-macedonia,2010,liberal_institution,bti,1
journalists,north-macedonia,2010,media,bti,1
ethnicity,north-macedonia,2010,liberal_rights,bti,1
news,north-macedonia,2010,media,bti,1
radio,north-macedonia,2010,media,bti,1
referendum,turkey,2020,participatory,bti,13
justice,turkey,2020,liberal_institution,bti,4
election,turkey,2020,electoral,bti,11
rule of law,turkey,2020,liberal_institution,bti,8
polarization,turkey,2020,participatory,bti,9
liberal,turkey,2020,liberal_rights,bti,1
elected,turkey,2020,electoral,bti,4
islamic,turkey,2020,liberal_rights,bti,5
islam,turkey,2020,liberal_rights,bti,2
electoral,turkey,2020,electoral,bti,7
contested,turkey,2020,electoral,bti,2
union,turkey,2020,participatory,bti,4
ethnicity,turkey,2020,liberal_rights,bti,2
discrimination,turkey,2020,liberal_rights,bti,4
ethnic,turkey,2020,liberal_rights,bti,12
minority,turkey,2020,liberal_rights,bti,4
civil rights,turkey,2020,liberal_rights,bti,4
minorities,turkey,2020,liberal_rights,bti,8
refugees,turkey,2020,liberal_rights,bti,4
islamization,turkey,2020,liberal_rights,bti,2
elections,turkey,2020,electoral,bti,17
media,turkey,2020,media,bti,10
campaign,turkey,2020,electoral,bti,3
campaigns,turkey,2020,electoral,bti,2
legal framework,turkey,2020,liberal_institution,bti,3
opposition party,turkey,2020,electoral,bti,1
judiciary,turkey,2020,liberal_institution,bti,7
concentration of power,turkey,2020,liberal_institution,bti,4
freedom of assembly,turkey,2020,participatory,bti,2
demonstrations,turkey,2020,participatory,bti,2
freedom of expression,turkey,2020,participatory,bti,1
newspapers,turkey,2020,media,bti,1
journalists,turkey,2020,media,bti,4
press,turkey,2020,media,bti,2
human rights,turkey,2020,liberal_rights,bti,11
social media,turkey,2020,media,bti,1
websites,turkey,2020,media,bti,1
court,turkey,2020,liberal_institution,bti,4
checks,turkey,2020,liberal_institution,bti,3
courts,turkey,2020,liberal_institution,bti,1
checks and balances,turkey,2020,liberal_institution,bti,3
electorate,turkey,2020,electoral,bti,1
independence of the judiciary,turkey,2020,liberal_institution,bti,2
judges,turkey,2020,liberal_institution,bti,9
prosecutors,turkey,2020,liberal_institution,bti,7
civil liberties,turkey,2020,liberal_rights,bti,4
separation of powers,turkey,2020,liberal_institution,bti,1
